Indicator Code: CG0670
"Indicator Name: Trachea, bronchus, lung cancers"
Export date: 10/10/2024 5:25:16 PM
Source location: "WHO Mortality Database portal"
"Indicator metadata: C33-C34"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
AS,Asia,KOR,Republic of Korea,2001,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2001,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2001,All,Age05_09,[5-9],1.00000000,0.12180268,,0.02800703,
AS,Asia,KOR,Republic of Korea,2001,All,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2001,All,Age15_19,[15-19],4.00000000,0.26367831,,0.11043317,
AS,Asia,KOR,Republic of Korea,2001,All,Age20_24,[20-24],13.00000000,0.59117781,,0.32674268,
AS,Asia,KOR,Republic of Korea,2001,All,Age25_29,[25-29],22.00000000,0.76177285,,0.50869404,
AS,Asia,KOR,Republic of Korea,2001,All,Age30_34,[30-34],41.00000000,1.00293542,,0.89785124,
AS,Asia,KOR,Republic of Korea,2001,All,Age35_39,[35-39],112.00000000,1.81641259,,2.60130878,
AS,Asia,KOR,Republic of Korea,2001,All,Age40_44,[40-44],238.00000000,2.49032123,,5.58548038,
AS,Asia,KOR,Republic of Korea,2001,All,Age45_49,[45-49],393.00000000,3.60286029,,12.45983052,
AS,Asia,KOR,Republic of Korea,2001,All,Age50_54,[50-54],626.00000000,5.01723171,,26.15011419,
AS,Asia,KOR,Republic of Korea,2001,All,Age55_59,[55-59],997.00000000,6.30693320,,48.48002715,
AS,Asia,KOR,Republic of Korea,2001,All,Age60_64,[60-64],1788.00000000,8.23925165,,96.91419354,
AS,Asia,KOR,Republic of Korea,2001,All,Age65_69,[65-69],2237.00000000,8.64808443,,160.75911070,
AS,Asia,KOR,Republic of Korea,2001,All,Age70_74,[70-74],2190.00000000,7.57628174,,236.20798814,
AS,Asia,KOR,Republic of Korea,2001,All,Age75_79,[75-79],1815.00000000,5.47907988,,300.07588696,
AS,Asia,KOR,Republic of Korea,2001,All,Age80_84,[80-84],998.00000000,3.36378038,,307.06086143,
AS,Asia,KOR,Republic of Korea,2001,All,Age85_over,[85+],523.00000000,1.56591515,,266.82584384,
AS,Asia,KOR,Republic of Korea,2001,All,Age_unknown,[Unknown],0.00000000,0.00000000,,,
AS,Asia,KOR,Republic of Korea,2001,Male,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2001,Male,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2001,Male,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2001,Male,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2001,Male,Age15_19,[15-19],1.00000000,0.09708738,,0.05338193,
AS,Asia,KOR,Republic of Korea,2001,Male,Age20_24,[20-24],8.00000000,0.53156146,,0.39232379,
AS,Asia,KOR,Republic of Korea,2001,Male,Age25_29,[25-29],13.00000000,0.64935065,,0.58830983,
AS,Asia,KOR,Republic of Korea,2001,Male,Age30_34,[30-34],23.00000000,0.81128748,,0.98891937,
