Indicator Code: CG0670
"Indicator Name: Trachea, bronchus, lung cancers"
Export date: 10/10/2024 5:16:29 PM
Source location: "WHO Mortality Database portal"
"Indicator metadata: C33-C34"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
NAC,North America and the Caribbean,USA,United States of America,2005,Male,Age75_79,[75-79],15512.00000000,9.74898500,,497.53445888,
NAC,North America and the Caribbean,USA,United States of America,2005,Male,Age80_84,[80-84],11684.00000000,6.63407544,,540.50778310,
NAC,North America and the Caribbean,USA,United States of America,2005,Male,Age85_over,[85+],7506.00000000,3.14326873,,468.01463528,
NAC,North America and the Caribbean,USA,United States of America,2005,Male,Age_unknown,[Unknown],2.00000000,1.00502513,,,
NAC,North America and the Caribbean,USA,United States of America,2005,Female,Age00,[0],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,USA,United States of America,2005,Female,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,USA,United States of America,2005,Female,Age05_09,[5-9],1.00000000,0.07806401,,0.01047625,
NAC,North America and the Caribbean,USA,United States of America,2005,Female,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,USA,United States of America,2005,Female,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,USA,United States of America,2005,Female,Age20_24,[20-24],7.00000000,0.14262429,,0.06875604,
NAC,North America and the Caribbean,USA,United States of America,2005,Female,Age25_29,[25-29],20.00000000,0.37551633,,0.20413302,
NAC,North America and the Caribbean,USA,United States of America,2005,Female,Age30_34,[30-34],36.00000000,0.49207217,,0.36275260,
NAC,North America and the Caribbean,USA,United States of America,2005,Female,Age35_39,[35-39],206.00000000,1.80559208,,1.97344868,
NAC,North America and the Caribbean,USA,United States of America,2005,Female,Age40_44,[40-44],920.00000000,4.58464145,,8.01125337,
NAC,North America and the Caribbean,USA,United States of America,2005,Female,Age45_49,[45-49],2061.00000000,6.84626628,,18.11398681,
NAC,North America and the Caribbean,USA,United States of America,2005,Female,Age50_54,[50-54],3236.00000000,8.30723417,,31.69763978,
NAC,North America and the Caribbean,USA,United States of America,2005,Female,Age55_59,[55-59],5139.00000000,10.38391594,,57.55656425,
NAC,North America and the Caribbean,USA,United States of America,2005,Female,Age60_64,[60-64],7561.00000000,12.52194363,,111.18766098,
NAC,North America and the Caribbean,USA,United States of America,2005,Female,Age65_69,[65-69],9150.00000000,12.39434330,,169.14208730,
NAC,North America and the Caribbean,USA,United States of America,2005,Female,Age70_74,[70-74],11033.00000000,10.84601471,,234.70652856,
NAC,North America and the Caribbean,USA,United States of America,2005,Female,Age75_79,[75-79],12079.00000000,8.11902617,,281.29693279,
NAC,North America and the Caribbean,USA,United States of America,2005,Female,Age80_84,[80-84],9757.00000000,4.81456261,,280.30284313,
NAC,North America and the Caribbean,USA,United States of America,2005,Female,Age85_over,[85+],7898.00000000,1.70078794,,226.16491540,
NAC,North America and the Caribbean,USA,United States of America,2005,Female,Age_unknown,[Unknown],1.00000000,1.78571429,,,
