Indicator Code: CG0670
"Indicator Name: Trachea, bronchus, lung cancers"
Export date: 10/10/2024 5:26:55 PM
Source location: "WHO Mortality Database portal"
"Indicator metadata: C33-C34"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
AS,Asia,KOR,Republic of Korea,2005,Male,Age40_44,[40-44],120.00000000,2.04116346,,5.41105777,
AS,Asia,KOR,Republic of Korea,2005,Male,Age45_49,[45-49],288.00000000,3.29218107,,14.24524676,
AS,Asia,KOR,Republic of Korea,2005,Male,Age50_54,[50-54],446.00000000,4.89410732,,31.37431457,
AS,Asia,KOR,Republic of Korea,2005,Male,Age55_59,[55-59],773.00000000,7.65422319,,69.26523298,
AS,Asia,KOR,Republic of Korea,2005,Male,Age60_64,[60-64],1419.00000000,10.25066821,,150.23663063,
AS,Asia,KOR,Republic of Korea,2005,Male,Age65_69,[65-69],2093.00000000,11.83154324,,279.31805291,
AS,Asia,KOR,Republic of Korea,2005,Male,Age70_74,[70-74],2108.00000000,11.94401949,,456.61902637,
AS,Asia,KOR,Republic of Korea,2005,Male,Age75_79,[75-79],1568.00000000,9.78043912,,627.33801436,
AS,Asia,KOR,Republic of Korea,2005,Male,Age80_84,[80-84],909.00000000,6.58028087,,690.50910804,
AS,Asia,KOR,Republic of Korea,2005,Male,Age85_over,[85+],357.00000000,3.11111111,,587.53826405,
AS,Asia,KOR,Republic of Korea,2005,Male,Age_unknown,[Unknown],0.00000000,,,,
AS,Asia,KOR,Republic of Korea,2005,Female,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2005,Female,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2005,Female,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2005,Female,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2005,Female,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2005,Female,Age20_24,[20-24],2.00000000,0.27777778,,0.10848446,
AS,Asia,KOR,Republic of Korea,2005,Female,Age25_29,[25-29],2.00000000,0.23724792,,0.10496109,
AS,Asia,KOR,Republic of Korea,2005,Female,Age30_34,[30-34],21.00000000,1.75000000,,0.96546886,
AS,Asia,KOR,Republic of Korea,2005,Female,Age35_39,[35-39],34.00000000,2.08845209,,1.56687010,
AS,Asia,KOR,Republic of Korea,2005,Female,Age40_44,[40-44],66.00000000,2.97565374,,3.11205961,
AS,Asia,KOR,Republic of Korea,2005,Female,Age45_49,[45-49],133.00000000,4.34498530,,6.76894388,
AS,Asia,KOR,Republic of Korea,2005,Female,Age50_54,[50-54],174.00000000,5.57156580,,12.35743673,
AS,Asia,KOR,Republic of Korea,2005,Female,Age55_59,[55-59],233.00000000,6.38181320,,20.54728079,
AS,Asia,KOR,Republic of Korea,2005,Female,Age60_64,[60-64],319.00000000,5.55749129,,30.28309472,
AS,Asia,KOR,Republic of Korea,2005,Female,Age65_69,[65-69],492.00000000,5.61131387,,53.04256234,
AS,Asia,KOR,Republic of Korea,2005,Female,Age70_74,[70-74],601.00000000,4.71779575,,85.73980181,
AS,Asia,KOR,Republic of Korea,2005,Female,Age75_79,[75-79],692.00000000,3.94864479,,145.00224209,
AS,Asia,KOR,Republic of Korea,2005,Female,Age80_84,[80-84],577.00000000,2.88442312,,202.67018851,
AS,Asia,KOR,Republic of Korea,2005,Female,Age85_over,[85+],319.00000000,1.16236700,,176.28010301,
AS,Asia,KOR,Republic of Korea,2005,Female,Age_unknown,[Unknown],0.00000000,0.00000000,,,
