Indicator Code: CG0670
"Indicator Name: Trachea, bronchus, lung cancers"
Export date: 10/10/2024 5:26:29 PM
Source location: "WHO Mortality Database portal"
"Indicator metadata: C33-C34"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
AS,Asia,KOR,Republic of Korea,2004,Male,Age55_59,[55-59],784.00000000,7.52471446,,73.80289168,
AS,Asia,KOR,Republic of Korea,2004,Male,Age60_64,[60-64],1418.00000000,9.59989168,,149.11890498,
AS,Asia,KOR,Republic of Korea,2004,Male,Age65_69,[65-69],2062.00000000,11.52405969,,287.09826084,
AS,Asia,KOR,Republic of Korea,2004,Male,Age70_74,[70-74],1957.00000000,11.50499706,,463.96726387,
AS,Asia,KOR,Republic of Korea,2004,Male,Age75_79,[75-79],1479.00000000,9.54871199,,628.96291288,
AS,Asia,KOR,Republic of Korea,2004,Male,Age80_84,[80-84],859.00000000,6.31710546,,679.01380951,
AS,Asia,KOR,Republic of Korea,2004,Male,Age85_over,[85+],342.00000000,3.22033898,,608.80091142,
AS,Asia,KOR,Republic of Korea,2004,Male,Age_unknown,[Unknown],0.00000000,0.00000000,,,
AS,Asia,KOR,Republic of Korea,2004,Female,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2004,Female,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2004,Female,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2004,Female,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2004,Female,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2004,Female,Age20_24,[20-24],2.00000000,0.33783784,,0.10333536,
AS,Asia,KOR,Republic of Korea,2004,Female,Age25_29,[25-29],4.00000000,0.55248619,,0.21010467,
AS,Asia,KOR,Republic of Korea,2004,Female,Age30_34,[30-34],17.00000000,1.52740341,,0.76358473,
AS,Asia,KOR,Republic of Korea,2004,Female,Age35_39,[35-39],37.00000000,2.30386052,,1.73198513,
AS,Asia,KOR,Republic of Korea,2004,Female,Age40_44,[40-44],82.00000000,3.38283828,,3.80407351,
AS,Asia,KOR,Republic of Korea,2004,Female,Age45_49,[45-49],123.00000000,4.16807862,,6.60018191,
AS,Asia,KOR,Republic of Korea,2004,Female,Age50_54,[50-54],148.00000000,4.93004664,,11.29601121,
AS,Asia,KOR,Republic of Korea,2004,Female,Age55_59,[55-59],181.00000000,4.97936726,,16.64664777,
AS,Asia,KOR,Republic of Korea,2004,Female,Age60_64,[60-64],338.00000000,5.59047304,,31.62510959,
AS,Asia,KOR,Republic of Korea,2004,Female,Age65_69,[65-69],444.00000000,4.83449477,,49.17106881,
AS,Asia,KOR,Republic of Korea,2004,Female,Age70_74,[70-74],586.00000000,4.54087563,,88.35760403,
AS,Asia,KOR,Republic of Korea,2004,Female,Age75_79,[75-79],635.00000000,3.72215709,,142.27715141,
AS,Asia,KOR,Republic of Korea,2004,Female,Age80_84,[80-84],514.00000000,2.60464174,,188.52837829,
AS,Asia,KOR,Republic of Korea,2004,Female,Age85_over,[85+],335.00000000,1.24530687,,194.78442887,
AS,Asia,KOR,Republic of Korea,2004,Female,Age_unknown,[Unknown],0.00000000,0.00000000,,,
