Indicator Code: CG0670
"Indicator Name: Trachea, bronchus, lung cancers"
Export date: 10/10/2024 5:16:11 PM
Source location: "WHO Mortality Database portal"
"Indicator metadata: C33-C34"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
NAC,North America and the Caribbean,USA,United States of America,2004,All,Age00,[0],2.00000000,0.00715922,,0.04905343,
NAC,North America and the Caribbean,USA,United States of America,2004,All,Age01_04,[1-4],4.00000000,0.08359457,,0.02500925,
NAC,North America and the Caribbean,USA,United States of America,2004,All,Age05_09,[5-9],1.00000000,0.03462604,,0.00510059,
NAC,North America and the Caribbean,USA,United States of America,2004,All,Age10_14,[10-14],3.00000000,0.07602636,,0.01418765,
NAC,North America and the Caribbean,USA,United States of America,2004,All,Age15_19,[15-19],6.00000000,0.04377645,,0.02894384,
NAC,North America and the Caribbean,USA,United States of America,2004,All,Age20_24,[20-24],17.00000000,0.08622876,,0.08106316,
NAC,North America and the Caribbean,USA,United States of America,2004,All,Age25_29,[25-29],44.00000000,0.23440413,,0.22493847,
NAC,North America and the Caribbean,USA,United States of America,2004,All,Age30_34,[30-34],103.00000000,0.46612662,,0.50315001,
NAC,North America and the Caribbean,USA,United States of America,2004,All,Age35_39,[35-39],470.00000000,1.47132482,,2.23253325,
NAC,North America and the Caribbean,USA,United States of America,2004,All,Age40_44,[40-44],1956.00000000,3.66168707,,8.48356898,
NAC,North America and the Caribbean,USA,United States of America,2004,All,Age45_49,[45-49],4564.00000000,5.85676338,,20.63045943,
NAC,North America and the Caribbean,USA,United States of America,2004,All,Age50_54,[50-54],7884.00000000,7.90217500,,40.43869936,
NAC,North America and the Caribbean,USA,United States of America,2004,All,Age55_59,[55-59],12846.00000000,10.60224656,,77.90411608,
NAC,North America and the Caribbean,USA,United States of America,2004,All,Age60_64,[60-64],18240.00000000,12.70779049,,144.88353794,
NAC,North America and the Caribbean,USA,United States of America,2004,All,Age65_69,[65-69],22552.00000000,13.11284771,,226.50604878,
NAC,North America and the Caribbean,USA,United States of America,2004,All,Age70_74,[70-74],26477.00000000,11.62893861,,311.23758464,
NAC,North America and the Caribbean,USA,United States of America,2004,All,Age75_79,[75-79],27608.00000000,8.88442651,,372.53953948,
NAC,North America and the Caribbean,USA,United States of America,2004,All,Age80_84,[80-84],20856.00000000,5.58417496,,375.09948068,
NAC,North America and the Caribbean,USA,United States of America,2004,All,Age85_over,[85+],14455.00000000,2.15176853,,297.45056775,
NAC,North America and the Caribbean,USA,United States of America,2004,All,Age_unknown,[Unknown],3.00000000,0.86705202,,,
NAC,North America and the Caribbean,USA,United States of America,2004,Male,Age00,[0],1.00000000,0.00636213,,0.04795160,
NAC,North America and the Caribbean,USA,United States of America,2004,Male,Age01_04,[1-4],1.00000000,0.03775009,,0.01222859,
NAC,North America and the Caribbean,USA,United States of America,2004,Male,Age05_09,[5-9],1.00000000,0.06079027,,0.00997095,
NAC,North America and the Caribbean,USA,United States of America,2004,Male,Age10_14,[10-14],2.00000000,0.08496177,,0.01846528,
NAC,North America and the Caribbean,USA,United States of America,2004,Male,Age15_19,[15-19],4.00000000,0.04133085,,0.03761027,
NAC,North America and the Caribbean,USA,United States of America,2004,Male,Age20_24,[20-24],10.00000000,0.06707358,,0.09256697,
NAC,North America and the Caribbean,USA,United States of America,2004,Male,Age25_29,[25-29],30.00000000,0.22133687,,0.30015569,
NAC,North America and the Caribbean,USA,United States of America,2004,Male,Age30_34,[30-34],57.00000000,0.38500507,,0.55119233,
NAC,North America and the Caribbean,USA,United States of America,2004,Male,Age35_39,[35-39],236.00000000,1.15206248,,2.23262537,
NAC,North America and the Caribbean,USA,United States of America,2004,Male,Age40_44,[40-44],1044.00000000,3.14533623,,9.10727506,
NAC,North America and the Caribbean,USA,United States of America,2004,Male,Age45_49,[45-49],2566.00000000,5.28919487,,23.50301761,
NAC,North America and the Caribbean,USA,United States of America,2004,Male,Age50_54,[50-54],4751.00000000,7.58352089,,49.82733481,
NAC,North America and the Caribbean,USA,United States of America,2004,Male,Age55_59,[55-59],7663.00000000,10.44005450,,95.77048877,
NAC,North America and the Caribbean,USA,United States of America,2004,Male,Age60_64,[60-64],10777.00000000,12.73395406,,179.67613947,
NAC,North America and the Caribbean,USA,United States of America,2004,Male,Age65_69,[65-69],13243.00000000,13.45081509,,285.84379283,
NAC,North America and the Caribbean,USA,United States of America,2004,Male,Age70_74,[70-74],15210.00000000,12.22315086,,400.82452319,
NAC,North America and the Caribbean,USA,United States of America,2004,Male,Age75_79,[75-79],15754.00000000,9.82733239,,508.41708790,
NAC,North America and the Caribbean,USA,United States of America,2004,Male,Age80_84,[80-84],11238.00000000,6.48242684,,530.19637742,
NAC,North America and the Caribbean,USA,United States of America,2004,Male,Age85_over,[85+],7039.00000000,3.10566953,,466.81650245,
NAC,North America and the Caribbean,USA,United States of America,2004,Male,Age_unknown,[Unknown],3.00000000,1.09489051,,,
NAC,North America and the Caribbean,USA,United States of America,2004,Female,Age00,[0],1.00000000,0.00818465,,0.05020708,
NAC,North America and the Caribbean,USA,United States of America,2004,Female,Age01_04,[1-4],3.00000000,0.14044944,,0.03838023,
NAC,North America and the Caribbean,USA,United States of America,2004,Female,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
NAC,North America and the Caribbean,USA,United States of America,2004,Female,Age10_14,[10-14],1.00000000,0.06281407,,0.00969554,
NAC,North America and the Caribbean,USA,United States of America,2004,Female,Age15_19,[15-19],2.00000000,0.04965243,,0.01981295,
NAC,North America and the Caribbean,USA,United States of America,2004,Female,Age20_24,[20-24],7.00000000,0.14565127,,0.06884130,
NAC,North America and the Caribbean,USA,United States of America,2004,Female,Age25_29,[25-29],14.00000000,0.26835346,,0.14635025,
NAC,North America and the Caribbean,USA,United States of America,2004,Female,Age30_34,[30-34],46.00000000,0.63082830,,0.45410508,
NAC,North America and the Caribbean,USA,United States of America,2004,Female,Age35_39,[35-39],234.00000000,2.04206301,,2.23244035,
NAC,North America and the Caribbean,USA,United States of America,2004,Female,Age40_44,[40-44],912.00000000,4.50904776,,7.86683586,
NAC,North America and the Caribbean,USA,United States of America,2004,Female,Age45_49,[45-49],1998.00000000,6.79291470,,17.83151309,
NAC,North America and the Caribbean,USA,United States of America,2004,Female,Age50_54,[50-54],3133.00000000,8.43996660,,31.45187918,
NAC,North America and the Caribbean,USA,United States of America,2004,Female,Age55_59,[55-59],5183.00000000,10.85149593,,61.06210121,
NAC,North America and the Caribbean,USA,United States of America,2004,Female,Age60_64,[60-64],7463.00000000,12.67019796,,113.22315354,
NAC,North America and the Caribbean,USA,United States of America,2004,Female,Age65_69,[65-69],9309.00000000,12.66031090,,174.86560107,
NAC,North America and the Caribbean,USA,United States of America,2004,Female,Age70_74,[70-74],11267.00000000,10.91277144,,239.09625985,
NAC,North America and the Caribbean,USA,United States of America,2004,Female,Age75_79,[75-79],11854.00000000,7.87965807,,274.89958535,
NAC,North America and the Caribbean,USA,United States of America,2004,Female,Age80_84,[80-84],9618.00000000,4.80604428,,279.54970930,
NAC,North America and the Caribbean,USA,United States of America,2004,Female,Age85_over,[85+],7416.00000000,1.66605635,,221.25702393,
