Indicator Code: CG0670
"Indicator Name: Trachea, bronchus, lung cancers"
Export date: 10/10/2024 5:08:55 PM
Source location: "WHO Mortality Database portal"
"Indicator metadata: C33-C34"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
AS,Asia,JPN,Japan,2002,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2002,All,Age01_04,[1-4],1.00000000,0.08006405,,0.02145002,
AS,Asia,JPN,Japan,2002,All,Age05_09,[5-9],1.00000000,0.13698630,,0.01684920,
AS,Asia,JPN,Japan,2002,All,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2002,All,Age15_19,[15-19],2.00000000,0.09128252,,0.02810173,
AS,Asia,JPN,Japan,2002,All,Age20_24,[20-24],2.00000000,0.05767013,,0.02554931,
AS,Asia,JPN,Japan,2002,All,Age25_29,[25-29],17.00000000,0.38470242,,0.18404244,
AS,Asia,JPN,Japan,2002,All,Age30_34,[30-34],77.00000000,1.33171913,,0.82858065,
AS,Asia,JPN,Japan,2002,All,Age35_39,[35-39],154.00000000,2.21423436,,1.90123457,
AS,Asia,JPN,Japan,2002,All,Age40_44,[40-44],345.00000000,3.41246291,,4.49277250,
AS,Asia,JPN,Japan,2002,All,Age45_49,[45-49],792.00000000,4.65499001,,9.82630273,
AS,Asia,JPN,Japan,2002,All,Age50_54,[50-54],2104.00000000,5.74784865,,19.97152349,
AS,Asia,JPN,Japan,2002,All,Age55_59,[55-59],3043.00000000,7.00716144,,35.36727104,
AS,Asia,JPN,Japan,2002,All,Age60_64,[60-64],4351.00000000,7.41643513,,53.97593351,
AS,Asia,JPN,Japan,2002,All,Age65_69,[65-69],7077.00000000,8.29767027,,96.35125936,
AS,Asia,JPN,Japan,2002,All,Age70_74,[70-74],10672.00000000,9.12316096,,172.40710824,
AS,Asia,JPN,Japan,2002,All,Age75_79,[75-79],10988.00000000,7.79605940,,235.99656357,
AS,Asia,JPN,Japan,2002,All,Age80_84,[80-84],8443.00000000,5.71488524,,296.76625659,
AS,Asia,JPN,Japan,2002,All,Age85_over,[85+],8334.00000000,2.81540738,,332.42919824,
AS,Asia,JPN,Japan,2002,All,Age_unknown,[Unknown],2.00000000,0.30257186,,,
AS,Asia,JPN,Japan,2002,Male,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2002,Male,Age01_04,[1-4],1.00000000,0.14684288,,0.04182350,
AS,Asia,JPN,Japan,2002,Male,Age05_09,[5-9],1.00000000,0.24390244,,0.03290556,
AS,Asia,JPN,Japan,2002,Male,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2002,Male,Age15_19,[15-19],1.00000000,0.06493506,,0.02739726,
AS,Asia,JPN,Japan,2002,Male,Age20_24,[20-24],1.00000000,0.04053506,,0.02486944,
AS,Asia,JPN,Japan,2002,Male,Age25_29,[25-29],10.00000000,0.32754668,,0.21281124,
AS,Asia,JPN,Japan,2002,Male,Age30_34,[30-34],41.00000000,1.06548857,,0.87104313,
AS,Asia,JPN,Japan,2002,Male,Age35_39,[35-39],106.00000000,2.31744644,,2.59168704,
AS,Asia,JPN,Japan,2002,Male,Age40_44,[40-44],235.00000000,3.47376201,,6.07863425,
AS,Asia,JPN,Japan,2002,Male,Age45_49,[45-49],549.00000000,4.82764685,,13.57902548,
AS,Asia,JPN,Japan,2002,Male,Age50_54,[50-54],1510.00000000,6.06620601,,28.76190476,
AS,Asia,JPN,Japan,2002,Male,Age55_59,[55-59],2290.00000000,7.61201968,,54.06043437,
AS,Asia,JPN,Japan,2002,Male,Age60_64,[60-64],3313.00000000,8.18186308,,84.70979289,
AS,Asia,JPN,Japan,2002,Male,Age65_69,[65-69],5522.00000000,9.48455025,,158.67816092,
AS,Asia,JPN,Japan,2002,Male,Age70_74,[70-74],8546.00000000,11.02880446,,303.15714792,
AS,Asia,JPN,Japan,2002,Male,Age75_79,[75-79],8508.00000000,10.14173153,,442.89432587,
AS,Asia,JPN,Japan,2002,Male,Age80_84,[80-84],5768.00000000,7.87225331,,589.77505112,
AS,Asia,JPN,Japan,2002,Male,Age85_over,[85+],4742.00000000,4.33415593,,656.78670360,
AS,Asia,JPN,Japan,2002,Male,Age_unknown,[Unknown],2.00000000,0.35842294,,,
AS,Asia,JPN,Japan,2002,Female,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2002,Female,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2002,Female,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2002,Female,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2002,Female,Age15_19,[15-19],1.00000000,0.15360983,,0.02884338,
AS,Asia,JPN,Japan,2002,Female,Age20_24,[20-24],1.00000000,0.09990010,,0.02626740,
AS,Asia,JPN,Japan,2002,Female,Age25_29,[25-29],7.00000000,0.51244510,,0.15425297,
AS,Asia,JPN,Japan,2002,Female,Age30_34,[30-34],36.00000000,1.86142709,,0.78499782,
AS,Asia,JPN,Japan,2002,Female,Age35_39,[35-39],48.00000000,2.01595968,,1.19700748,
AS,Asia,JPN,Japan,2002,Female,Age40_44,[40-44],110.00000000,3.28849028,,2.88486756,
AS,Asia,JPN,Japan,2002,Female,Age45_49,[45-49],243.00000000,4.30698334,,6.04929052,
AS,Asia,JPN,Japan,2002,Female,Age50_54,[50-54],594.00000000,5.07128831,,11.23935667,
AS,Asia,JPN,Japan,2002,Female,Age55_59,[55-59],753.00000000,5.64340853,,17.23901099,
AS,Asia,JPN,Japan,2002,Female,Age60_64,[60-64],1038.00000000,5.71114168,,25.01204819,
AS,Asia,JPN,Japan,2002,Female,Age65_69,[65-69],1555.00000000,5.74479090,,40.23285899,
AS,Asia,JPN,Japan,2002,Female,Age70_74,[70-74],2126.00000000,5.38377776,,63.06733907,
AS,Asia,JPN,Japan,2002,Female,Age75_79,[75-79],2480.00000000,4.34691159,,90.67641682,
AS,Asia,JPN,Japan,2002,Female,Age80_84,[80-84],2675.00000000,3.59219520,,143.27798607,
AS,Asia,JPN,Japan,2002,Female,Age85_over,[85+],3592.00000000,1.92493194,,201.23249300,
AS,Asia,JPN,Japan,2002,Female,Age_unknown,[Unknown],0.00000000,0.00000000,,,
