Indicator Code: CG0670
"Indicator Name: Trachea, bronchus, lung cancers"
Export date: 10/10/2024 5:26:07 PM
Source location: "WHO Mortality Database portal"
"Indicator metadata: C33-C34"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
AS,Asia,KOR,Republic of Korea,2003,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2003,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2003,All,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2003,All,Age10_14,[10-14],1.00000000,0.19157088,,0.02963413,
AS,Asia,KOR,Republic of Korea,2003,All,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2003,All,Age20_24,[20-24],7.00000000,0.32695002,,0.17252959,
AS,Asia,KOR,Republic of Korea,2003,All,Age25_29,[25-29],18.00000000,0.67491564,,0.44960906,
AS,Asia,KOR,Republic of Korea,2003,All,Age30_34,[30-34],60.00000000,1.49775337,,1.30072305,
AS,Asia,KOR,Republic of Korea,2003,All,Age35_39,[35-39],86.00000000,1.53243051,,2.01786325,
AS,Asia,KOR,Republic of Korea,2003,All,Age40_44,[40-44],212.00000000,2.21826933,,4.77855241,
AS,Asia,KOR,Republic of Korea,2003,All,Age45_49,[45-49],388.00000000,3.36018013,,10.88763401,
AS,Asia,KOR,Republic of Korea,2003,All,Age50_54,[50-54],630.00000000,5.12278419,,24.76923331,
AS,Asia,KOR,Republic of Korea,2003,All,Age55_59,[55-59],879.00000000,6.33741889,,42.54748595,
AS,Asia,KOR,Republic of Korea,2003,All,Age60_64,[60-64],1786.00000000,8.24371105,,88.38035818,
AS,Asia,KOR,Republic of Korea,2003,All,Age65_69,[65-69],2345.00000000,8.73826204,,151.81580114,
AS,Asia,KOR,Republic of Korea,2003,All,Age70_74,[70-74],2375.00000000,8.06643345,,231.42238532,
AS,Asia,KOR,Republic of Korea,2003,All,Age75_79,[75-79],1963.00000000,6.09968305,,304.65376867,
AS,Asia,KOR,Republic of Korea,2003,All,Age80_84,[80-84],1309.00000000,4.04062230,,348.41443484,
AS,Asia,KOR,Republic of Korea,2003,All,Age85_over,[85+],676.00000000,1.85617398,,310.27392230,
AS,Asia,KOR,Republic of Korea,2003,All,Age_unknown,[Unknown],0.00000000,0.00000000,,,
AS,Asia,KOR,Republic of Korea,2003,Male,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2003,Male,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2003,Male,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2003,Male,Age10_14,[10-14],1.00000000,0.30769231,,0.05589390,
AS,Asia,KOR,Republic of Korea,2003,Male,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2003,Male,Age20_24,[20-24],5.00000000,0.34411562,,0.23999082,
AS,Asia,KOR,Republic of Korea,2003,Male,Age25_29,[25-29],10.00000000,0.55126792,,0.48993838,
AS,Asia,KOR,Republic of Korea,2003,Male,Age30_34,[30-34],39.00000000,1.41202028,,1.65708954,
AS,Asia,KOR,Republic of Korea,2003,Male,Age35_39,[35-39],49.00000000,1.21739130,,2.24826539,
AS,Asia,KOR,Republic of Korea,2003,Male,Age40_44,[40-44],124.00000000,1.75017643,,5.47911793,
AS,Asia,KOR,Republic of Korea,2003,Male,Age45_49,[45-49],272.00000000,3.13508529,,15.02602209,
AS,Asia,KOR,Republic of Korea,2003,Male,Age50_54,[50-54],488.00000000,5.27510539,,38.14395278,
AS,Asia,KOR,Republic of Korea,2003,Male,Age55_59,[55-59],701.00000000,6.98833616,,69.11647260,
AS,Asia,KOR,Republic of Korea,2003,Male,Age60_64,[60-64],1457.00000000,9.52723468,,153.46146716,
AS,Asia,KOR,Republic of Korea,2003,Male,Age65_69,[65-69],1899.00000000,10.91693015,,280.41481902,
AS,Asia,KOR,Republic of Korea,2003,Male,Age70_74,[70-74],1811.00000000,11.16522811,,462.05698278,
AS,Asia,KOR,Republic of Korea,2003,Male,Age75_79,[75-79],1353.00000000,8.95374231,,606.05789129,
AS,Asia,KOR,Republic of Korea,2003,Male,Age80_84,[80-84],808.00000000,6.21634098,,680.54713294,
AS,Asia,KOR,Republic of Korea,2003,Male,Age85_over,[85+],332.00000000,3.23271665,,632.48937913,
AS,Asia,KOR,Republic of Korea,2003,Male,Age_unknown,[Unknown],0.00000000,0.00000000,,,
AS,Asia,KOR,Republic of Korea,2003,Female,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2003,Female,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2003,Female,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2003,Female,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2003,Female,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
AS,Asia,KOR,Republic of Korea,2003,Female,Age20_24,[20-24],2.00000000,0.29069767,,0.10132421,
AS,Asia,KOR,Republic of Korea,2003,Female,Age25_29,[25-29],8.00000000,0.93786635,,0.40766305,
AS,Asia,KOR,Republic of Korea,2003,Female,Age30_34,[30-34],21.00000000,1.68810289,,0.92949349,
AS,Asia,KOR,Republic of Korea,2003,Female,Age35_39,[35-39],37.00000000,2.33144297,,1.77673116,
AS,Asia,KOR,Republic of Korea,2003,Female,Age40_44,[40-44],88.00000000,3.55987055,,4.04904498,
AS,Asia,KOR,Republic of Korea,2003,Female,Age45_49,[45-49],116.00000000,4.04040404,,6.61540488,
AS,Asia,KOR,Republic of Korea,2003,Female,Age50_54,[50-54],142.00000000,4.66032163,,11.23316410,
AS,Asia,KOR,Republic of Korea,2003,Female,Age55_59,[55-59],178.00000000,4.63662412,,16.92502689,
AS,Asia,KOR,Republic of Korea,2003,Female,Age60_64,[60-64],329.00000000,5.16321406,,30.70785813,
AS,Asia,KOR,Republic of Korea,2003,Female,Age65_69,[65-69],446.00000000,4.72407584,,51.41660826,
AS,Asia,KOR,Republic of Korea,2003,Female,Age70_74,[70-74],564.00000000,4.26529532,,88.91425292,
AS,Asia,KOR,Republic of Korea,2003,Female,Age75_79,[75-79],610.00000000,3.57331146,,144.86145545,
AS,Asia,KOR,Republic of Korea,2003,Female,Age80_84,[80-84],501.00000000,2.58274049,,194.96135796,
AS,Asia,KOR,Republic of Korea,2003,Female,Age85_over,[85+],344.00000000,1.31553788,,208.00454708,
AS,Asia,KOR,Republic of Korea,2003,Female,Age_unknown,[Unknown],0.00000000,0.00000000,,,
