Indicator Code: CG0670
"Indicator Name: Trachea, bronchus, lung cancers"
Export date: 10/10/2024 5:10:12 PM
Source location: "WHO Mortality Database portal"
"Indicator metadata: C33-C34"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
AS,Asia,JPN,Japan,2005,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2005,All,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2005,All,Age05_09,[5-9],1.00000000,0.15267176,,0.01695041,
AS,Asia,JPN,Japan,2005,All,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2005,All,Age15_19,[15-19],2.00000000,0.11098779,,0.03065764,
AS,Asia,JPN,Japan,2005,All,Age20_24,[20-24],3.00000000,0.08902077,,0.04170728,
AS,Asia,JPN,Japan,2005,All,Age25_29,[25-29],25.00000000,0.59952038,,0.30872453,
AS,Asia,JPN,Japan,2005,All,Age30_34,[30-34],71.00000000,1.19287634,,0.74017277,
AS,Asia,JPN,Japan,2005,All,Age35_39,[35-39],148.00000000,1.98152363,,1.72236360,
AS,Asia,JPN,Japan,2005,All,Age40_44,[40-44],316.00000000,3.08654034,,3.96553498,
AS,Asia,JPN,Japan,2005,All,Age45_49,[45-49],710.00000000,4.50679193,,9.28080433,
AS,Asia,JPN,Japan,2005,All,Age50_54,[50-54],1633.00000000,5.63803342,,18.67605204,
AS,Asia,JPN,Japan,2005,All,Age55_59,[55-59],3586.00000000,7.23290103,,35.07481862,
AS,Asia,JPN,Japan,2005,All,Age60_64,[60-64],5206.00000000,8.36197758,,61.05475789,
AS,Asia,JPN,Japan,2005,All,Age65_69,[65-69],6714.00000000,8.30642467,,90.44900779,
AS,Asia,JPN,Japan,2005,All,Age70_74,[70-74],10483.00000000,8.67618456,,157.99905047,
AS,Asia,JPN,Japan,2005,All,Age75_79,[75-79],12837.00000000,8.05524529,,243.99840338,
AS,Asia,JPN,Japan,2005,All,Age80_84,[80-84],10430.00000000,5.98788644,,305.94253032,
AS,Asia,JPN,Japan,2005,All,Age85_over,[85+],9896.00000000,2.80308974,,338.17483324,
AS,Asia,JPN,Japan,2005,All,Age_unknown,[Unknown],2.00000000,0.30627871,,,
AS,Asia,JPN,Japan,2005,Male,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2005,Male,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2005,Male,Age05_09,[5-9],1.00000000,0.24449878,,0.03306533,
AS,Asia,JPN,Japan,2005,Male,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2005,Male,Age15_19,[15-19],1.00000000,0.08196721,,0.02980802,
AS,Asia,JPN,Japan,2005,Male,Age20_24,[20-24],3.00000000,0.13026487,,0.08132490,
AS,Asia,JPN,Japan,2005,Male,Age25_29,[25-29],10.00000000,0.34638033,,0.24278716,
AS,Asia,JPN,Japan,2005,Male,Age30_34,[30-34],37.00000000,0.94508301,,0.76037485,
AS,Asia,JPN,Japan,2005,Male,Age35_39,[35-39],83.00000000,1.68870804,,1.90937683,
AS,Asia,JPN,Japan,2005,Male,Age40_44,[40-44],232.00000000,3.40875698,,5.77000607,
AS,Asia,JPN,Japan,2005,Male,Age45_49,[45-49],514.00000000,4.85960102,,13.39361677,
AS,Asia,JPN,Japan,2005,Male,Age50_54,[50-54],1157.00000000,5.91936969,,26.52730926,
AS,Asia,JPN,Japan,2005,Male,Age55_59,[55-59],2666.00000000,7.78780709,,52.64007968,
AS,Asia,JPN,Japan,2005,Male,Age60_64,[60-64],4055.00000000,9.34267217,,97.74558427,
AS,Asia,JPN,Japan,2005,Male,Age65_69,[65-69],5221.00000000,9.44789273,,147.35662646,
AS,Asia,JPN,Japan,2005,Male,Age70_74,[70-74],8216.00000000,10.24464450,,270.18157017,
AS,Asia,JPN,Japan,2005,Male,Age75_79,[75-79],10055.00000000,10.12200769,,445.53722795,
AS,Asia,JPN,Japan,2005,Male,Age80_84,[80-84],7348.00000000,8.20987241,,601.65988694,
AS,Asia,JPN,Japan,2005,Male,Age85_over,[85+],5589.00000000,4.39176181,,689.49607201,
AS,Asia,JPN,Japan,2005,Male,Age_unknown,[Unknown],1.00000000,0.18382353,,,
AS,Asia,JPN,Japan,2005,Female,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2005,Female,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2005,Female,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
