Country Name,Year,Sex,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Death rate per 100 000 population
Germany,2000,All,[0],0,0,0
Germany,2000,All,[1-4],0,0,0
Germany,2000,All,[5-9],1,0.21052632,0.02402561
Germany,2000,All,[10-14],2,0.32786885,0.04229719
Germany,2000,All,[15-19],0,0,0
Germany,2000,All,[20-24],4,0.14134276,0.08720766
Germany,2000,All,[25-29],15,0.50847458,0.2953496
Germany,2000,All,[30-34],39,0.80661841,0.57155787
Germany,2000,All,[35-39],180,2.30710074,2.50646878
Germany,2000,All,[40-44],576,4.85625158,9.13677031
Germany,2000,All,[45-49],1214,7.1093933,21.37152746
Germany,2000,All,[50-54],2055,9.50332963,42.85338928
Germany,2000,All,[55-59],3855,10.71369018,74.88558823
Germany,2000,All,[60-64],6012,10.12410959,106.9737185
Germany,2000,All,[65-69],6665,9.42062785,163.2910059
Germany,2000,All,[70-74],7287,7.40247867,203.846708
Germany,2000,All,[75-79],5820,4.60851387,204.4945226
Germany,2000,All,[80-84],2742,2.63122541,197.9087498
Germany,2000,All,[85+],2523,0.94328689,155.4932952
Germany,2000,Male,[0],0,0,0
Germany,2000,Male,[1-4],0,0,0
Germany,2000,Male,[5-9],1,0.35842294,0.04682727
Germany,2000,Male,[10-14],1,0.28089888,0.04120074
Germany,2000,Male,[15-19],0,0,0
Germany,2000,Male,[20-24],3,0.14137606,0.12831908
Germany,2000,Male,[25-29],6,0.27816412,0.23076293
Germany,2000,Male,[30-34],21,0.62351544,0.59681115
Germany,2000,Male,[35-39],106,2.02097235,2.86653288
Germany,2000,Male,[40-44],356,4.4695543,11.03932107
Germany,2000,Male,[45-49],809,7.13970523,28.26146572
Germany,2000,Male,[50-54],1486,10.39742513,61.510747
Germany,2000,Male,[55-59],2974,12.2558312,115.6814039
Germany,2000,Male,[60-64],4854,12.12742036,176.4040824
Germany,2000,Male,[65-69],5424,11.71566192,282.3137024
Germany,2000,Male,[70-74],5690,9.8495733,375.0589119
Germany,2000,Male,[75-79],4156,7.24382549,440.2593674
Germany,2000,Male,[80-84],1822,4.58468584,450.2912559
Germany,2000,Male,[85+],1435,1.97721041,368.2934028
Germany,2000,Female,[0],0,0,0
Germany,2000,Female,[1-4],0,0,0
Germany,2000,Female,[5-9],0,0,0
Germany,2000,Female,[10-14],1,0.39370079,0.04345361
Germany,2000,Female,[15-19],0,0,0
Germany,2000,Female,[20-24],1,0.14124294,0.04446755
Germany,2000,Female,[25-29],9,1.13493064,0.3631
Germany,2000,Female,[30-34],18,1.22699387,0.54466973
Germany,2000,Female,[35-39],74,2.89401643,2.12425698
Germany,2000,Female,[40-44],220,5.64681725,7.14433936
Germany,2000,Female,[45-49],405,7.04960836,14.37240498
Germany,2000,Female,[50-54],569,7.76050191,23.91176265
Germany,2000,Female,[55-59],881,7.51963127,34.18705246
Germany,2000,Female,[60-64],1158,5.98202294,40.37044591
Germany,2000,Female,[65-69],1241,5.07524947,57.44298633
Germany,2000,Female,[70-74],1597,3.92663077,77.61281073
Germany,2000,Female,[75-79],1664,2.41456867,87.48441815
Germany,2000,Female,[80-84],920,1.42704245,93.79524091
Germany,2000,Female,[85+],1088,0.55825791,88.2441443
Germany,2001,All,[0],0,0,0
Germany,2001,All,[1-4],0,0,0
Germany,2001,All,[5-9],0,0,0
Germany,2001,All,[10-14],1,0.15479876,0.02112208
Germany,2001,All,[15-19],3,0.15182186,0.06484392
Germany,2001,All,[20-24],1,0.03746722,0.0212781
Germany,2001,All,[25-29],9,0.35252644,0.18589718
Germany,2001,All,[30-34],33,0.78014184,0.50293577
Germany,2001,All,[35-39],145,1.88900469,2.00244879
Germany,2001,All,[40-44],499,4.34177325,7.68267563
Germany,2001,All,[45-49],1233,7.26576311,21.45193592
Germany,2001,All,[50-54],2047,8.98476935,40.0671531
Germany,2001,All,[55-59],3398,10.55181194,72.5260052
Germany,2001,All,[60-64],5911,10.06213295,102.6170739
Germany,2001,All,[65-69],6391,9.13404508,149.8125761
Germany,2001,All,[70-74],7540,7.79384555,209.3029324
Germany,2001,All,[75-79],5776,4.74161639,203.2742785
Germany,2001,All,[80-84],3153,2.76778033,198.4669014
Germany,2001,All,[85+],2429,0.93515153,154.1431443
Germany,2001,Male,[0],0,0,0
Germany,2001,Male,[1-4],0,0,0
Germany,2001,Male,[5-9],0,0,0
Germany,2001,Male,[10-14],1,0.26041667,0.04114253
Germany,2001,Male,[15-19],1,0.07267442,0.04213459
Germany,2001,Male,[20-24],1,0.04962779,0.04182543
Germany,2001,Male,[25-29],5,0.27114967,0.20213658
Germany,2001,Male,[30-34],22,0.72871812,0.65152754
Germany,2001,Male,[35-39],81,1.5876127,2.17092467
Germany,2001,Male,[40-44],312,4.06779661,9.39276667
Germany,2001,Male,[45-49],800,7.11553856,27.57924552
Germany,2001,Male,[50-54],1414,9.45566404,55.02999018
Germany,2001,Male,[55-59],2554,11.77989945,109.2151689
Germany,2001,Male,[60-64],4710,11.88253696,166.7793283
Germany,2001,Male,[65-69],5150,11.30675332,255.4198607
Germany,2001,Male,[70-74],5931,10.23857202,378.4970775
Germany,2001,Male,[75-79],4078,7.23203518,420.9883005
Germany,2001,Male,[80-84],2108,4.83220246,450.8386926
Germany,2001,Male,[85+],1396,2.02462618,370.0669885
Germany,2001,Female,[0],0,0,0
Germany,2001,Female,[1-4],0,0,0
Germany,2001,Female,[5-9],0,0,0
Germany,2001,Female,[10-14],0,0,0
Germany,2001,Female,[15-19],2,0.33333333,0.08876474
Germany,2001,Female,[20-24],0,0,0
Germany,2001,Female,[25-29],4,0.56417489,0.1689324
Germany,2001,Female,[30-34],11,0.90834021,0.34539126
Germany,2001,Female,[35-39],64,2.48640249,1.82335923
Germany,2001,Female,[40-44],187,4.89144651,5.89268135
Germany,2001,Female,[45-49],433,7.56067749,15.20898658
Germany,2001,Female,[50-54],633,8.0853238,24.9270009
Germany,2001,Female,[55-59],844,8.02128873,35.96519898
Germany,2001,Female,[60-64],1201,6.28565447,40.90377939
Germany,2001,Female,[65-69],1241,5.08169199,55.16268993
Germany,2001,Female,[70-74],1609,4.14530465,79.04897548
Germany,2001,Female,[75-79],1698,2.59525884,90.66599459
Germany,2001,Female,[80-84],1045,1.48661337,93.21160819
Germany,2001,Female,[85+],1033,0.54142448,86.1853912
Germany,2002,All,[0],0,0,0
Germany,2002,All,[1-4],1,0.13947001,0.03203916
Germany,2002,All,[5-9],0,0,0
Germany,2002,All,[10-14],0,0,0
Germany,2002,All,[15-19],2,0.10183299,0.04294509
Germany,2002,All,[20-24],9,0.34116755,0.18757038
Germany,2002,All,[25-29],8,0.33388982,0.16967446
Germany,2002,All,[30-34],35,0.88428499,0.56015693
Germany,2002,All,[35-39],150,2.07526287,2.06955613
Germany,2002,All,[40-44],530,4.55287346,7.92911076
Germany,2002,All,[45-49],1244,7.20574606,21.29882057
Germany,2002,All,[50-54],2221,9.32292323,41.703579
Germany,2002,All,[55-59],3316,10.91399796,74.22731735
Germany,2002,All,[60-64],5935,10.29363304,103.5184951
Germany,2002,All,[65-69],6660,9.21442209,147.7959759
Germany,2002,All,[70-74],7308,7.56937036,203.4989115
Germany,2002,All,[75-79],5791,4.7945489,203.4298176
Germany,2002,All,[80-84],3627,2.76557782,200.6262726
Germany,2002,All,[85+],2295,0.89216296,153.4741328
Germany,2002,Male,[0],0,0,0
Germany,2002,Male,[1-4],1,0.27700831,0.06240285
Germany,2002,Male,[5-9],0,0,0
Germany,2002,Male,[10-14],0,0,0
Germany,2002,Male,[15-19],1,0.07107321,0.04184489
Germany,2002,Male,[20-24],5,0.2543235,0.20500457
Germany,2002,Male,[25-29],4,0.23148148,0.16631429
Germany,2002,Male,[30-34],24,0.87368038,0.74781265
Germany,2002,Male,[35-39],85,1.73753066,2.27654505
Germany,2002,Male,[40-44],302,3.90989125,8.83700869
Germany,2002,Male,[45-49],804,7.04459827,27.22337797
Germany,2002,Male,[50-54],1535,9.76835942,57.4355674
Germany,2002,Male,[55-59],2429,11.95432846,108.9830477
Germany,2002,Male,[60-64],4710,12.13761113,167.3903069
Germany,2002,Male,[65-69],5328,11.3111413,249.3610358
Germany,2002,Male,[70-74],5735,9.81701159,361.3231167
Germany,2002,Male,[75-79],4140,7.23649712,411.6376118
Germany,2002,Male,[80-84],2351,4.69102301,439.3390666
Germany,2002,Male,[85+],1288,1.92396744,359.8036723
Germany,2002,Female,[0],0,0,0
Germany,2002,Female,[1-4],0,0,0
Germany,2002,Female,[5-9],0,0,0
Germany,2002,Female,[10-14],0,0,0
Germany,2002,Female,[15-19],1,0.17953321,0.0441047
Germany,2002,Female,[20-24],4,0.5952381,0.16954692
Germany,2002,Female,[25-29],4,0.5988024,0.17317322
Germany,2002,Female,[30-34],11,0.90834021,0.36197439
Germany,2002,Female,[35-39],65,2.78253425,1.84963703
Germany,2002,Female,[40-44],228,5.82078121,6.97934115
Germany,2002,Female,[45-49],440,7.52008204,15.23886048
Germany,2002,Female,[50-54],686,8.4597361,25.85633077
Germany,2002,Female,[55-59],887,8.813593,39.62349195
Germany,2002,Female,[60-64],1225,6.4979843,41.95935457
Germany,2002,Female,[65-69],1332,5.29117343,56.21318132
Germany,2002,Female,[70-74],1573,4.125577,78.49489409
Germany,2002,Female,[75-79],1651,2.59701446,89.68229869
Germany,2002,Female,[80-84],1276,1.57470598,100.2579521
Germany,2002,Female,[85+],1007,0.52917838,88.53580073
Germany,2003,All,[0],0,0,0
Germany,2003,All,[1-4],1,0.14705882,0.03277556
Germany,2003,All,[5-9],1,0.20964361,0.02503277
Germany,2003,All,[10-14],2,0.35087719,0.04415892
Germany,2003,All,[15-19],3,0.16492578,0.0637292
Germany,2003,All,[20-24],7,0.2782194,0.1440374
Germany,2003,All,[25-29],5,0.20251114,0.10657331
Germany,2003,All,[30-34],46,1.24324324,0.78445122
Germany,2003,All,[35-39],183,2.61279269,2.54929153
Germany,2003,All,[40-44],537,4.64532872,7.80988216
Germany,2003,All,[45-49],1271,7.39168363,21.36078449
Germany,2003,All,[50-54],2259,9.28903327,41.33659756
Germany,2003,All,[55-59],3196,10.77218646,72.18830396
Germany,2003,All,[60-64],5710,10.29830826,102.5410056
Germany,2003,All,[65-69],6769,8.95666556,141.0707665
Germany,2003,All,[70-74],7269,7.66699364,205.0636532
Germany,2003,All,[75-79],5979,4.84529733,206.4165548
Germany,2003,All,[80-84],3940,2.66329586,197.7747827
Germany,2003,All,[85+],2145,0.85182258,151.8328239
Germany,2003,Male,[0],0,0,0
Germany,2003,Male,[1-4],0,0,0
Germany,2003,Male,[5-9],1,0.36363636,0.0487724
Germany,2003,Male,[10-14],1,0.28901734,0.04304263
Germany,2003,Male,[15-19],2,0.15540016,0.08278944
Germany,2003,Male,[20-24],4,0.21276596,0.16206635
Germany,2003,Male,[25-29],4,0.22038567,0.16741873
Germany,2003,Male,[30-34],33,1.28254955,1.09829545
Germany,2003,Male,[35-39],111,2.35518778,3.00482233
Germany,2003,Male,[40-44],311,4.04211074,8.84500704
Germany,2003,Male,[45-49],826,7.18448291,27.39255387
Germany,2003,Male,[50-54],1534,9.56061078,56.06649325
Germany,2003,Male,[55-59],2334,11.80696074,105.7047026
Germany,2003,Male,[60-64],4458,11.94117805,162.9949537
Germany,2003,Male,[65-69],5403,10.87932666,236.8865141
Germany,2003,Male,[70-74],5632,9.76929748,356.358487
Germany,2003,Male,[75-79],4329,7.11620338,404.7806947
Germany,2003,Male,[80-84],2533,4.49983123,428.3404808
Germany,2003,Male,[85+],1161,1.79927471,342.0389765
Germany,2003,Female,[0],0,0,0
Germany,2003,Female,[1-4],1,0.33444816,0.06732792
Germany,2003,Female,[5-9],0,0,0
Germany,2003,Female,[10-14],1,0.44642857,0.04533466
Germany,2003,Female,[15-19],1,0.18796992,0.04363666
Germany,2003,Female,[20-24],3,0.47169811,0.12543253
Germany,2003,Female,[25-29],1,0.1529052,0.04343318
Germany,2003,Female,[30-34],13,1.15350488,0.45465419
Germany,2003,Female,[35-39],72,3.14273243,2.06635111
Germany,2003,Female,[40-44],226,5.84583549,6.72659888
Germany,2003,Female,[45-49],445,7.80975781,15.16319344
Germany,2003,Female,[50-54],725,8.7623882,26.56792925
Germany,2003,Female,[55-59],862,8.70619129,38.84156606
Germany,2003,Female,[60-64],1252,6.91216254,44.18641585
Germany,2003,Female,[65-69],1366,5.27168879,54.26099778
Germany,2003,Female,[70-74],1637,4.40539304,83.33664236
Germany,2003,Female,[75-79],1650,2.63725725,90.3069451
Germany,2003,Female,[80-84],1407,1.53525522,100.4416721
Germany,2003,Female,[85+],984,0.52539685,91.67960958
Germany,2004,All,[0],2,0.0685401,0.28347765
Germany,2004,All,[1-4],0,0,0
Germany,2004,All,[5-9],0,0,0
Germany,2004,All,[10-14],3,0.66666667,0.06860285
Germany,2004,All,[15-19],8,0.46783626,0.16790676
Germany,2004,All,[20-24],6,0.25412961,0.12284029
Germany,2004,All,[25-29],7,0.30850595,0.1481622
Germany,2004,All,[30-34],43,1.32798023,0.78573328
Germany,2004,All,[35-39],145,2.265625,2.06274999
Germany,2004,All,[40-44],513,4.58567981,7.28111107
Germany,2004,All,[45-49],1242,7.3871409,20.39817165
Germany,2004,All,[50-54],2235,9.39865433,40.28281238
Germany,2004,All,[55-59],3183,11.16685377,71.41717661
Germany,2004,All,[60-64],5662,10.98116794,106.1152124
Germany,2004,All,[65-69],7156,9.47488282,140.9944245
Germany,2004,All,[70-74],6964,7.8641281,195.5874857
Germany,2004,All,[75-79],6452,5.33770145,217.1329034
Germany,2004,All,[80-84],4161,2.75908256,197.3152606
Germany,2004,All,[85+],2064,0.89617562,148.2063371
Germany,2004,Male,[0],1,0.06138735,0.27632706
Germany,2004,Male,[1-4],0,0,0
Germany,2004,Male,[5-9],0,0,0
Germany,2004,Male,[10-14],1,0.36764706,0.0445751
Germany,2004,Male,[15-19],4,0.33755274,0.16364617
Germany,2004,Male,[20-24],1,0.05820722,0.04034785
Germany,2004,Male,[25-29],5,0.30487805,0.20816793
Germany,2004,Male,[30-34],23,1.01500441,0.82290745
Germany,2004,Male,[35-39],89,2.0417527,2.46387994
Germany,2004,Male,[40-44],322,4.23127464,8.93326793
Germany,2004,Male,[45-49],764,6.925936,24.71429755
Germany,2004,Male,[50-54],1516,9.59918951,54.6857302
Germany,2004,Male,[55-59],2236,11.92215409,100.6006344
Germany,2004,Male,[60-64],4294,12.40072776,163.7702396
Germany,2004,Male,[65-69],5636,11.39644923,233.1694748
Germany,2004,Male,[70-74],5427,10.01938521,339.4575809
Germany,2004,Male,[75-79],4729,7.61611802,412.5317533
Germany,2004,Male,[80-84],2685,4.6644546,427.3619907
Germany,2004,Male,[85+],1087,1.85229364,321.5481642
Germany,2004,Female,[0],1,0.07757952,0.29100814
Germany,2004,Female,[1-4],0,0,0
Germany,2004,Female,[5-9],0,0,0
Germany,2004,Female,[10-14],2,1.12359551,0.09391475
Germany,2004,Female,[15-19],4,0.76190476,0.17239514
Germany,2004,Female,[20-24],5,0.77760498,0.20781864
Germany,2004,Female,[25-29],2,0.31796502,0.08610873
Germany,2004,Female,[30-34],20,2.05761317,0.74693002
Germany,2004,Female,[35-39],56,2.74375306,1.63873885
Germany,2004,Female,[40-44],191,5.33967011,5.55051198
Germany,2004,Female,[45-49],478,8.26703563,15.94687223
Germany,2004,Female,[50-54],719,9.00212846,25.89994193
Germany,2004,Female,[55-59],947,9.7138168,42.38537933
Germany,2004,Female,[60-64],1368,8.07842211,50.41006079
Germany,2004,Female,[65-69],1520,5.83000921,57.18043286
Germany,2004,Female,[70-74],1537,4.46945244,78.34529837
Germany,2004,Female,[75-79],1723,2.93106968,94.40495837
Germany,2004,Female,[80-84],1476,1.58287577,99.69369181
Germany,2004,Female,[85+],977,0.56925443,92.64167206
Germany,2005,All,[0],0,0,0
Germany,2005,All,[1-4],1,0.16611296,0.03427329
Germany,2005,All,[5-9],0,0,0
Germany,2005,All,[10-14],0,0,0
Germany,2005,All,[15-19],6,0.39447732,0.12469167
Germany,2005,All,[20-24],7,0.32618826,0.14367666
Germany,2005,All,[25-29],7,0.31602709,0.1458584
Germany,2005,All,[30-34],22,0.73431242,0.42746153
Germany,2005,All,[35-39],128,2.18915683,1.87839009
Germany,2005,All,[40-44],557,5.08490049,7.78685981
Germany,2005,All,[45-49],1303,7.76519666,20.82206404
Germany,2005,All,[50-54],2244,9.38401706,40.08270899
Germany,2005,All,[55-59],3330,11.22648507,71.22022706
Germany,2005,All,[60-64],5218,10.97717471,105.7723786
Germany,2005,All,[65-69],7384,9.69296,139.7986551
Germany,2005,All,[70-74],6940,7.84996833,188.3314297
Germany,2005,All,[75-79],6812,5.54985254,224.7914772
Germany,2005,All,[80-84],4498,2.96394894,209.0867678
Germany,2005,All,[85+],2224,0.91393254,151.6313667
Germany,2005,Male,[0],0,0,0
Germany,2005,Male,[1-4],1,0.29585799,0.06684076
Germany,2005,Male,[5-9],0,0,0
Germany,2005,Male,[10-14],0,0,0
Germany,2005,Male,[15-19],4,0.37488285,0.1620846
Germany,2005,Male,[20-24],5,0.31446541,0.20231063
Germany,2005,Male,[25-29],3,0.18371096,0.12318482
Germany,2005,Male,[30-34],15,0.72780204,0.57224476
Germany,2005,Male,[35-39],68,1.74762272,1.94517635
Germany,2005,Male,[40-44],307,4.25090003,8.37938355
Germany,2005,Male,[45-49],806,7.2835713,25.34039762
Germany,2005,Male,[50-54],1435,9.04107863,51.29658829
Germany,2005,Male,[55-59],2275,11.6118824,97.60856862
Germany,2005,Male,[60-64],3905,12.40391335,161.0830723
Germany,2005,Male,[65-69],5731,11.4842795,227.3413361
Germany,2005,Male,[70-74],5357,9.87993582,321.3058079
Germany,2005,Male,[75-79],4998,7.66305848,412.6700778
Germany,2005,Male,[80-84],2904,4.9498875,445.2601414
Germany,2005,Male,[85+],1166,1.86030186,321.9082589
Germany,2005,Female,[0],0,0,0
Germany,2005,Female,[1-4],0,0,0
Germany,2005,Female,[5-9],0,0,0
Germany,2005,Female,[10-14],0,0,0
Germany,2005,Female,[15-19],2,0.44052863,0.08532343
Germany,2005,Female,[20-24],2,0.35971223,0.08331237
Germany,2005,Female,[25-29],4,0.68728522,0.16921834
Germany,2005,Female,[30-34],7,0.7486631,0.27718315
Germany,2005,Female,[35-39],60,3.06748466,1.80803545
Germany,2005,Female,[40-44],250,6.69882101,7.16471567
Germany,2005,Female,[45-49],497,8.6979349,16.15160803
Germany,2005,Female,[50-54],809,10.06093769,28.88288223
Germany,2005,Female,[55-59],1055,10.47666336,44.99125762
Germany,2005,Female,[60-64],1313,8.17915654,52.33118907
Germany,2005,Female,[65-69],1653,6.29091186,59.86954741
Germany,2005,Female,[70-74],1583,4.63041507,78.45434532
Germany,2005,Female,[75-79],1814,3.15368567,99.71268017
Germany,2005,Female,[80-84],1594,1.7123398,106.333515
Germany,2005,Female,[85+],1058,0.58561102,95.7899502
Germany,2006,All,[0],1,0.03877472,0.14718761
Germany,2006,All,[1-4],1,0.18939394,0.03499672
Germany,2006,All,[5-9],0,0,0
Germany,2006,All,[10-14],0,0,0
Germany,2006,All,[15-19],0,0,0
Germany,2006,All,[20-24],2,0.0990099,0.04123184
Germany,2006,All,[25-29],10,0.47551117,0.20468529
Germany,2006,All,[30-34],30,1.1282437,0.61261822
Germany,2006,All,[35-39],121,2.20923863,1.84906947
Germany,2006,All,[40-44],463,4.39946788,6.43056895
Germany,2006,All,[45-49],1237,7.4811007,19.20942874
Germany,2006,All,[50-54],2320,9.83425883,40.99277432
Germany,2006,All,[55-59],3664,11.79082864,73.57799086
Germany,2006,All,[60-64],4906,11.64352676,109.3562448
Germany,2006,All,[65-69],7362,9.83383202,135.9402897
Germany,2006,All,[70-74],6960,7.83369163,180.080555
Germany,2006,All,[75-79],6781,5.61164534,221.7186152
Germany,2006,All,[80-84],4344,2.93499632,201.0204658
Germany,2006,All,[85+],2569,1.03771565,162.5119322
Germany,2006,Male,[0],1,0.06997901,0.28675151
Germany,2006,Male,[1-4],1,0.33112583,0.06822874
Germany,2006,Male,[5-9],0,0,0
Germany,2006,Male,[10-14],0,0,0
Germany,2006,Male,[15-19],0,0,0
Germany,2006,Male,[20-24],2,0.135318,0.08125444
Germany,2006,Male,[25-29],5,0.33112583,0.20204828
Germany,2006,Male,[30-34],17,0.93663912,0.68307191
Germany,2006,Male,[35-39],65,1.78571429,1.9399499
Germany,2006,Male,[40-44],266,3.8038038,7.20557701
Germany,2006,Male,[45-49],755,6.96494465,23.06266722
Germany,2006,Male,[50-54],1512,9.6650473,53.37220939
Germany,2006,Male,[55-59],2552,12.39135713,102.9613907
Germany,2006,Male,[60-64],3546,12.74027234,160.840179
Germany,2006,Male,[65-69],5625,11.43548354,217.1600866
Germany,2006,Male,[70-74],5343,9.77998243,303.7101753
Germany,2006,Male,[75-79],4963,7.6093956,395.6104222
Germany,2006,Male,[80-84],2848,4.87312424,420.9854133
Germany,2006,Female,[0],0,0,0
Germany,2006,Female,[1-4],0,0,0
Germany,2006,Female,[5-9],0,0,0
Germany,2006,Female,[10-14],0,0,0
Germany,2006,Female,[15-19],0,0,0
Germany,2006,Female,[20-24],0,0,0
Germany,2006,Female,[25-29],5,0.84317032,0.20739203
Germany,2006,Female,[30-34],13,1.54028436,0.5398095
Germany,2006,Female,[35-39],56,3.04844856,1.75371019
Germany,2006,Female,[40-44],197,5.57915605,5.6150952
Germany,2006,Female,[45-49],482,8.46356453,15.22494541
Germany,2006,Female,[50-54],808,10.16735875,28.58558996
Germany,2006,Female,[55-59],1112,10.61068702,44.45953083
Germany,2006,Female,[60-64],1360,9.50915956,59.60776339
Germany,2006,Female,[65-69],1737,6.76533593,61.47893471
Germany,2006,Female,[70-74],1617,4.72599737,76.79178456
Germany,2006,Female,[75-79],1818,3.2688435,100.7836511
Germany,2006,Female,[80-84],1496,1.67031397,100.7769797
Germany,2006,Female,[85+],1172,0.64153092,99.05642836
Germany,2007,All,[0],1,0.0376506,0.14723616
Germany,2007,All,[1-4],2,0.36429872,0.07125359
Germany,2007,All,[5-9],2,0.56980057,0.0519282
Germany,2007,All,[10-14],1,0.25575448,0.02485343
Germany,2007,All,[15-19],5,0.35335689,0.10631855
Germany,2007,All,[20-24],10,0.49261084,0.20611001
Germany,2007,All,[25-29],16,0.72859745,0.32335004
Germany,2007,All,[30-34],25,0.97049689,0.52657608
Germany,2007,All,[35-39],118,2.37855271,1.89743099
Germany,2007,All,[40-44],432,4.3866775,6.00503506
Germany,2007,All,[45-49],1236,7.48048175,18.67239569
Germany,2007,All,[50-54],2346,10.00298469,40.82354276
Germany,2007,All,[55-59],3561,11.15252114,68.6264156
Germany,2007,All,[60-64],4628,11.58506058,108.2040558
Germany,2007,All,[65-69],7642,10.31128142,141.7602723
Germany,2007,All,[70-74],7085,7.82336963,173.0323523
Germany,2007,All,[75-79],6925,5.80177614,226.6424129
Germany,2007,All,[80-84],4698,3.21776414,215.6888131
Germany,2007,All,[85+],2789,1.07978985,165.3243327
Germany,2007,Male,[0],0,0,0
Germany,2007,Male,[1-4],0,0,0
Germany,2007,Male,[5-9],1,0.45454545,0.0506262
Germany,2007,Male,[10-14],0,0,0
Germany,2007,Male,[15-19],4,0.4040404,0.16592774
Germany,2007,Male,[20-24],6,0.3992016,0.24339882
Germany,2007,Male,[25-29],8,0.50793651,0.31941598
Germany,2007,Male,[30-34],12,0.68376068,0.49813883
Germany,2007,Male,[35-39],62,1.90359226,1.95051911
Germany,2007,Male,[40-44],254,3.88676358,6.88555876
Germany,2007,Male,[45-49],754,6.89781356,22.40176647
Germany,2007,Male,[50-54],1519,9.82535576,52.67867051
Germany,2007,Male,[55-59],2402,11.4659411,93.17853232
Germany,2007,Male,[60-64],3263,12.34535205,155.2188595
Germany,2007,Male,[65-69],5787,11.94673823,224.0650598
Germany,2007,Male,[70-74],5375,9.59718602,287.033917
Germany,2007,Male,[75-79],5151,7.82505659,403.8596786
Germany,2007,Male,[80-84],3046,5.08293562,429.0074379
Germany,2007,Male,[85+],1499,2.1633089,346.9835119
Germany,2007,Female,[0],1,0.08787346,0.30276515
Germany,2007,Female,[1-4],2,0.80645161,0.14631659
Germany,2007,Female,[5-9],1,0.76335878,0.05329894
Germany,2007,Female,[10-14],1,0.5952381,0.05104914
Germany,2007,Female,[15-19],1,0.23529412,0.04362697
Germany,2007,Female,[20-24],4,0.75901328,0.16759627
Germany,2007,Female,[25-29],8,1.28824477,0.32738221
Germany,2007,Female,[30-34],13,1.58343484,0.55586793
Germany,2007,Female,[35-39],56,3.28638498,1.84192713
Germany,2007,Female,[40-44],178,5.37277392,5.07833909
Germany,2007,Female,[45-49],482,8.61945637,14.81440046
Germany,2007,Female,[50-54],827,10.34655323,28.88412959
Germany,2007,Female,[55-59],1159,10.5545943,44.38713394
Germany,2007,Female,[60-64],1365,10.09839461,62.76118885
Germany,2007,Female,[65-69],1855,7.22548981,66.05986555
Germany,2007,Female,[70-74],1710,4.94848941,76.95738406
Germany,2007,Female,[75-79],1774,3.3138438,99.66118568
Germany,2007,Female,[80-84],1652,1.91923417,112.5243252
Germany,2007,Female,[85+],1290,0.68254329,102.7906465
Germany,2008,All,[0],2,0.08285004,0.29223616
Germany,2008,All,[1-4],1,0.18656716,0.03606711
Germany,2008,All,[5-9],0,0,0
Germany,2008,All,[10-14],2,0.48780488,0.05005595
Germany,2008,All,[15-19],3,0.22641509,0.06575755
Germany,2008,All,[20-24],5,0.25974026,0.10249136
Germany,2008,All,[25-29],13,0.59605685,0.2609453
Germany,2008,All,[30-34],31,1.22723674,0.65887214
Germany,2008,All,[35-39],110,2.40332095,1.88727188
Germany,2008,All,[40-44],429,4.52722668,6.0287881
Germany,2008,All,[45-49],1224,7.41323966,17.99610702
Germany,2008,All,[50-54],2406,10.21916412,41.12737555
Germany,2008,All,[55-59],3698,11.35017341,69.48477733
Germany,2008,All,[60-64],4674,11.75346393,110.2305975
Germany,2008,All,[65-69],7518,10.51365601,143.6341856
Germany,2008,All,[70-74],7625,8.0236131,174.4805343
Germany,2008,All,[75-79],6843,5.81427952,226.2382852
Germany,2008,All,[80-84],4806,3.21183688,215.9909721
Germany,2008,All,[85+],2956,1.08486619,167.1505135
Germany,2008,Male,[0],1,0.0724113,0.28478913
Germany,2008,Male,[1-4],0,0,0
Germany,2008,Male,[5-9],0,0,0
Germany,2008,Male,[10-14],0,0,0
Germany,2008,Male,[15-19],1,0.10672359,0.04276869
Germany,2008,Male,[20-24],2,0.14234875,0.08054432
Germany,2008,Male,[25-29],6,0.38986355,0.23791482
Germany,2008,Male,[30-34],16,0.8988764,0.6709746
Germany,2008,Male,[35-39],50,1.66666667,1.68240614
Germany,2008,Male,[40-44],234,3.76447876,6.41758044
Germany,2008,Male,[45-49],725,6.75801641,20.95356344
Germany,2008,Male,[50-54],1510,9.73628216,51.30881655
Germany,2008,Male,[55-59],2466,11.52174929,93.46701213
Germany,2008,Male,[60-64],3288,12.66222513,157.7448247
Germany,2008,Male,[65-69],5600,12.09477117,223.010458
Germany,2008,Male,[70-74],5743,9.81894031,286.2055218
Germany,2008,Male,[75-79],5013,7.68876823,392.8341657
Germany,2008,Male,[80-84],3230,5.06293399,424.5291078
Germany,2008,Male,[85+],1620,2.21006535,352.3799787
Germany,2008,Female,[0],1,0.09680542,0.30008312
Germany,2008,Female,[1-4],1,0.3968254,0.07409471
Germany,2008,Female,[5-9],0,0,0
Germany,2008,Female,[10-14],2,1.10497238,0.10283247
Germany,2008,Female,[15-19],2,0.51546392,0.08992583
Germany,2008,Female,[20-24],3,0.57692308,0.1252424
Germany,2008,Female,[25-29],7,1.09034268,0.28455562
Germany,2008,Female,[30-34],15,2.01072386,0.64643498
Germany,2008,Female,[35-39],60,3.80469245,2.10041011
Germany,2008,Female,[40-44],195,5.98159509,5.62020553
