Country Name,Year,Sex,Age Group,Number,Percentage of cause-specific deaths out of total deaths,Death rate per 100 000 population
United Kingdom of Great Britain and Northern Ireland,2012,Male,[65-69],2906,12.00727213,
United Kingdom of Great Britain and Northern Ireland,2012,Male,[70-74],3332,11.15463158,
United Kingdom of Great Britain and Northern Ireland,2012,Male,[75-79],3462,8.84878847,
United Kingdom of Great Britain and Northern Ireland,2012,Male,[80-84],2927,6.2002203,
United Kingdom of Great Britain and Northern Ireland,2012,Male,[85+],2679,3.46249289,
United Kingdom of Great Britain and Northern Ireland,2012,Female,[0],0,0,
United Kingdom of Great Britain and Northern Ireland,2012,Female,[1-4],0,0,
United Kingdom of Great Britain and Northern Ireland,2012,Female,[5-9],0,0,
United Kingdom of Great Britain and Northern Ireland,2012,Female,[10-14],0,0,
United Kingdom of Great Britain and Northern Ireland,2012,Female,[15-19],0,0,
United Kingdom of Great Britain and Northern Ireland,2012,Female,[20-24],1,0.21929825,
United Kingdom of Great Britain and Northern Ireland,2012,Female,[25-29],3,0.47694754,
United Kingdom of Great Britain and Northern Ireland,2012,Female,[30-34],13,1.4254386,
United Kingdom of Great Britain and Northern Ireland,2012,Female,[35-39],30,2.2539444,
United Kingdom of Great Britain and Northern Ireland,2012,Female,[40-44],78,3.25678497,
United Kingdom of Great Britain and Northern Ireland,2012,Female,[45-49],225,5.76627371,
United Kingdom of Great Britain and Northern Ireland,2012,Female,[50-54],472,8.50910402,
United Kingdom of Great Britain and Northern Ireland,2012,Female,[55-59],988,12.80124385,
United Kingdom of Great Britain and Northern Ireland,2012,Female,[60-64],1532,12.96547055,
United Kingdom of Great Britain and Northern Ireland,2012,Female,[65-69],2286,13.52742766,
United Kingdom of Great Britain and Northern Ireland,2012,Female,[70-74],2472,11.20529441,
United Kingdom of Great Britain and Northern Ireland,2012,Female,[75-79],2625,8.02482345,
United Kingdom of Great Britain and Northern Ireland,2012,Female,[80-84],2621,5.3399344,
United Kingdom of Great Britain and Northern Ireland,2012,Female,[85+],2730,1.97856196,
