Indicator Code: CG0670
"Indicator Name: Trachea, bronchus, lung cancers"
Export date: 10/10/2024 5:03:35 PM
Source location: "WHO Mortality Database portal"
"Indicator metadata: C33-C34"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
AS,Asia,JPN,Japan,2001,Male,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2001,Male,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2001,Male,Age15_19,[15-19],1.00000000,0.06027728,,0.02680965,
AS,Asia,JPN,Japan,2001,Male,Age20_24,[20-24],5.00000000,0.19171779,,0.12118274,
AS,Asia,JPN,Japan,2001,Male,Age25_29,[25-29],8.00000000,0.24420024,,0.16542597,
AS,Asia,JPN,Japan,2001,Male,Age30_34,[30-34],37.00000000,0.98692985,,0.79913607,
AS,Asia,JPN,Japan,2001,Male,Age35_39,[35-39],116.00000000,2.44725738,,2.92191436,
AS,Asia,JPN,Japan,2001,Male,Age40_44,[40-44],235.00000000,3.50327967,,6.10072690,
AS,Asia,JPN,Japan,2001,Male,Age45_49,[45-49],592.00000000,4.86322188,,13.98535318,
AS,Asia,JPN,Japan,2001,Male,Age50_54,[50-54],1548.00000000,6.07583013,,28.34645669,
AS,Asia,JPN,Japan,2001,Male,Age55_59,[55-59],2186.00000000,7.25209833,,53.76291195,
AS,Asia,JPN,Japan,2001,Male,Age60_64,[60-64],3214.00000000,7.88614894,,84.11410626,
AS,Asia,JPN,Japan,2001,Male,Age65_69,[65-69],5777.00000000,9.67850023,,168.32750583,
AS,Asia,JPN,Japan,2001,Male,Age70_74,[70-74],8431.00000000,10.92735403,,307.14025501,
AS,Asia,JPN,Japan,2001,Male,Age75_79,[75-79],7847.00000000,9.99465050,,441.83558559,
AS,Asia,JPN,Japan,2001,Male,Age80_84,[80-84],5435.00000000,7.52540777,,578.80724175,
AS,Asia,JPN,Japan,2001,Male,Age85_over,[85+],4470.00000000,4.22603122,,648.76632801,
AS,Asia,JPN,Japan,2001,Male,Age_unknown,[Unknown],1.00000000,0.17152659,,,
AS,Asia,JPN,Japan,2001,Female,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2001,Female,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2001,Female,Age05_09,[5-9],1.00000000,0.34482759,,0.03445899,
AS,Asia,JPN,Japan,2001,Female,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2001,Female,Age15_19,[15-19],3.00000000,0.45871560,,0.08460237,
AS,Asia,JPN,Japan,2001,Female,Age20_24,[20-24],1.00000000,0.09451796,,0.02554931,
AS,Asia,JPN,Japan,2001,Female,Age25_29,[25-29],5.00000000,0.34818942,,0.10692900,
AS,Asia,JPN,Japan,2001,Female,Age30_34,[30-34],27.00000000,1.43846564,,0.59973345,
AS,Asia,JPN,Japan,2001,Female,Age35_39,[35-39],61.00000000,2.62591477,,1.57135497,
AS,Asia,JPN,Japan,2001,Female,Age40_44,[40-44],140.00000000,4.03225806,,3.69295700,
AS,Asia,JPN,Japan,2001,Female,Age45_49,[45-49],235.00000000,3.81307805,,5.58858502,
AS,Asia,JPN,Japan,2001,Female,Age50_54,[50-54],600.00000000,4.87131607,,10.93892434,
AS,Asia,JPN,Japan,2001,Female,Age55_59,[55-59],755.00000000,5.66944507,,17.93349169,
AS,Asia,JPN,Japan,2001,Female,Age60_64,[60-64],1099.00000000,6.09370668,,27.08230656,
AS,Asia,JPN,Japan,2001,Female,Age65_69,[65-69],1612.00000000,5.81445679,,42.23211947,
AS,Asia,JPN,Japan,2001,Female,Age70_74,[70-74],2147.00000000,5.39813441,,65.17911354,
AS,Asia,JPN,Japan,2001,Female,Age75_79,[75-79],2528.00000000,4.41965769,,95.83017438,
AS,Asia,JPN,Japan,2001,Female,Age80_84,[80-84],2629.00000000,3.56551930,,148.36343115,
AS,Asia,JPN,Japan,2001,Female,Age85_over,[85+],3287.00000000,1.82983177,,195.07418398,
AS,Asia,JPN,Japan,2001,Female,Age_unknown,[Unknown],0.00000000,0.00000000,,,
