Indicator Code: CG0670
"Indicator Name: Trachea, bronchus, lung cancers"
Export date: 10/10/2024 5:09:27 PM
Source location: "WHO Mortality Database portal"
"Indicator metadata: C33-C34"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
AS,Asia,JPN,Japan,2003,All,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2003,All,Age01_04,[1-4],2.00000000,0.17331023,,0.04326195,
AS,Asia,JPN,Japan,2003,All,Age05_09,[5-9],2.00000000,0.30165913,,0.03369272,
AS,Asia,JPN,Japan,2003,All,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2003,All,Age15_19,[15-19],1.00000000,0.04690432,,0.01445296,
AS,Asia,JPN,Japan,2003,All,Age20_24,[20-24],5.00000000,0.15225335,,0.06533386,
AS,Asia,JPN,Japan,2003,All,Age25_29,[25-29],17.00000000,0.37109801,,0.19088255,
AS,Asia,JPN,Japan,2003,All,Age30_34,[30-34],65.00000000,1.07937562,,0.68406651,
AS,Asia,JPN,Japan,2003,All,Age35_39,[35-39],141.00000000,1.95860536,,1.69859053,
AS,Asia,JPN,Japan,2003,All,Age40_44,[40-44],335.00000000,3.22549586,,4.33320398,
AS,Asia,JPN,Japan,2003,All,Age45_49,[45-49],698.00000000,4.21141547,,8.90874282,
AS,Asia,JPN,Japan,2003,All,Age50_54,[50-54],1849.00000000,5.35600487,,18.60348124,
AS,Asia,JPN,Japan,2003,All,Age55_59,[55-59],3022.00000000,6.66740210,,33.15777924,
AS,Asia,JPN,Japan,2003,All,Age60_64,[60-64],4408.00000000,7.41351183,,53.34624229,
AS,Asia,JPN,Japan,2003,All,Age65_69,[65-69],6747.00000000,8.02173370,,91.49715216,
AS,Asia,JPN,Japan,2003,All,Age70_74,[70-74],10337.00000000,8.69861573,,163.09561376,
AS,Asia,JPN,Japan,2003,All,Age75_79,[75-79],11526.00000000,7.81625097,,236.18852459,
AS,Asia,JPN,Japan,2003,All,Age80_84,[80-84],8799.00000000,5.70885427,,292.42273180,
AS,Asia,JPN,Japan,2003,All,Age85_over,[85+],8764.00000000,2.78764707,,334.24866514,
AS,Asia,JPN,Japan,2003,All,Age_unknown,[Unknown],2.00000000,0.28490028,,,
AS,Asia,JPN,Japan,2003,Male,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2003,Male,Age01_04,[1-4],2.00000000,0.32520325,,0.08431703,
AS,Asia,JPN,Japan,2003,Male,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2003,Male,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2003,Male,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2003,Male,Age20_24,[20-24],4.00000000,0.17248814,,0.10172940,
AS,Asia,JPN,Japan,2003,Male,Age25_29,[25-29],11.00000000,0.34526051,,0.24234413,
AS,Asia,JPN,Japan,2003,Male,Age30_34,[30-34],38.00000000,0.93320236,,0.79002079,
AS,Asia,JPN,Japan,2003,Male,Age35_39,[35-39],89.00000000,1.87289562,,2.12410501,
AS,Asia,JPN,Japan,2003,Male,Age40_44,[40-44],241.00000000,3.42621552,,6.19059851,
AS,Asia,JPN,Japan,2003,Male,Age45_49,[45-49],488.00000000,4.34666429,,12.41098678,
AS,Asia,JPN,Japan,2003,Male,Age50_54,[50-54],1365.00000000,5.78169342,,27.57018784,
AS,Asia,JPN,Japan,2003,Male,Age55_59,[55-59],2300.00000000,7.29348343,,51.16796441,
AS,Asia,JPN,Japan,2003,Male,Age60_64,[60-64],3394.00000000,8.20937039,,84.65951609,
AS,Asia,JPN,Japan,2003,Male,Age65_69,[65-69],5293.00000000,9.18222191,,151.40160183,
AS,Asia,JPN,Japan,2003,Male,Age70_74,[70-74],8283.00000000,10.50022818,,286.70820353,
AS,Asia,JPN,Japan,2003,Male,Age75_79,[75-79],9038.00000000,10.09606792,,440.01947420,
AS,Asia,JPN,Japan,2003,Male,Age80_84,[80-84],6081.00000000,7.95931990,,588.10444874,
AS,Asia,JPN,Japan,2003,Male,Age85_over,[85+],5005.00000000,4.35175766,,670.01338688,
AS,Asia,JPN,Japan,2003,Male,Age_unknown,[Unknown],2.00000000,0.33333333,,,
AS,Asia,JPN,Japan,2003,Female,Age00,[0],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2003,Female,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2003,Female,Age05_09,[5-9],2.00000000,0.68259386,,0.06903693,
AS,Asia,JPN,Japan,2003,Female,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
AS,Asia,JPN,Japan,2003,Female,Age15_19,[15-19],1.00000000,0.14880952,,0.02969121,
AS,Asia,JPN,Japan,2003,Female,Age20_24,[20-24],1.00000000,0.10362694,,0.02687450,
AS,Asia,JPN,Japan,2003,Female,Age25_29,[25-29],6.00000000,0.43010753,,0.13739409,
AS,Asia,JPN,Japan,2003,Female,Age30_34,[30-34],27.00000000,1.38461538,,0.57544757,
