Indicator Code: CG0670
"Indicator Name: Trachea, bronchus, lung cancers"
Export date: 10/10/2024 5:21:41 PM
Source location: "WHO Mortality Database portal"
"Indicator metadata: C33-C34"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Male,Age20_24,[20-24],3.00000000,0.20120724,,0.16494882,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Male,Age25_29,[25-29],4.00000000,0.20491803,,0.18868993,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Male,Age30_34,[30-34],15.00000000,0.61349693,,0.62068726,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Male,Age35_39,[35-39],40.00000000,1.26143173,,1.63195032,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Male,Age40_44,[40-44],120.00000000,3.06905371,,5.72886431,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Male,Age45_49,[45-49],293.00000000,5.08680556,,15.51548477,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Male,Age50_54,[50-54],771.00000000,7.94026777,,38.07463814,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Male,Age55_59,[55-59],1338.00000000,10.24502297,,83.00351121,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Male,Age60_64,[60-64],2165.00000000,11.10484202,,153.19039337,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Male,Age65_69,[65-69],3145.00000000,11.08448173,,254.82506604,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Male,Age70_74,[70-74],4101.00000000,9.97179400,,388.64154570,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Male,Age75_79,[75-79],4295.00000000,8.14588628,,521.45112746,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Male,Age80_84,[80-84],2615.00000000,5.76638956,,580.59502664,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Male,Age85_over,[85+],1778.00000000,3.09238904,,563.61423173,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Male,Age_unknown,[Unknown],0.00000000,,,,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Female,Age00,[0],0.00000000,0.00000000,,0.00000000,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Female,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Female,Age05_09,[5-9],0.00000000,0.00000000,,0.00000000,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Female,Age10_14,[10-14],0.00000000,0.00000000,,0.00000000,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Female,Age15_19,[15-19],0.00000000,0.00000000,,0.00000000,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Female,Age20_24,[20-24],0.00000000,0.00000000,,0.00000000,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Female,Age25_29,[25-29],2.00000000,0.26631158,,0.09903682,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Female,Age30_34,[30-34],9.00000000,0.74380165,,0.38912541,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Female,Age35_39,[35-39],30.00000000,1.63487738,,1.26514164,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Female,Age40_44,[40-44],116.00000000,4.33807031,,5.60358049,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Female,Age45_49,[45-49],255.00000000,6.60450660,,13.51014851,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Female,Age50_54,[50-54],539.00000000,8.16914216,,26.45783142,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Female,Age55_59,[55-59],820.00000000,9.76888254,,49.91402006,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Female,Age60_64,[60-64],1172.00000000,9.65483153,,79.50435951,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Female,Age65_69,[65-69],1796.00000000,9.60684675,,132.78690585,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Female,Age70_74,[70-74],2608.00000000,8.60754480,,203.62718735,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Female,Age75_79,[75-79],2646.00000000,5.54240590,,225.96380480,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Female,Age80_84,[80-84],1708.00000000,3.16472114,,214.87060588,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Female,Age85_over,[85+],1384.00000000,1.09234412,,162.64576716,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2000,Female,Age_unknown,[Unknown],0.00000000,0.00000000,,,
